#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
UBE4A	RAD23B	9606.ENSP00000387362	9606.ENSP00000350708	0	0	0	0	0.081	0.644	0	0.436	0.799
UBE4A	UBE2D1	9606.ENSP00000387362	9606.ENSP00000363019	0	0	0	0	0.049	0.423	0	0.655	0.794
UBQLN2	HGS	9606.ENSP00000345195	9606.ENSP00000331201	0	0	0	0	0.056	0.362	0.500	0.174	0.718
UBQLN2	RAD23B	9606.ENSP00000345195	9606.ENSP00000350708	0	0	0	0	0.060	0.513	0	0.554	0.778
UBQLN2	UBE4A	9606.ENSP00000345195	9606.ENSP00000387362	0	0	0	0	0.164	0.498	0	0.856	0.934
UTP18	PPAN-P2RY11	9606.ENSP00000225298	9606.ENSP00000377385	0	0	0	0	0.687	0	0	0.176	0.731
UTP18	EXOSC8	9606.ENSP00000225298	9606.ENSP00000374354	0	0	0	0	0.265	0.507	0.400	0.183	0.799
UTP18	CEBPZ	9606.ENSP00000225298	9606.ENSP00000234170	0	0	0	0	0.830	0	0	0.085	0.838
UTP18	NGDN	9606.ENSP00000225298	9606.ENSP00000386134	0	0	0	0	0.891	0.991	0.540	0.531	0.999
XPO1	SET	9606.ENSP00000384863	9606.ENSP00000361777	0	0	0	0	0.142	0.292	0.800	0.167	0.885
XPO1	NXF3	9606.ENSP00000384863	9606.ENSP00000378504	0	0	0	0	0	0.401	0	0.921	0.951
XPO1	BACH1	9606.ENSP00000384863	9606.ENSP00000382805	0	0	0	0	0.049	0.524	0.700	0.103	0.862
XPO1	NUP153	9606.ENSP00000384863	9606.ENSP00000444029	0	0	0	0	0.305	0.328	0	0.791	0.894
XPO1	ANP32A	9606.ENSP00000384863	9606.ENSP00000417864	0	0	0	0	0.127	0.292	0.800	0.817	0.974
YME1L1	TIMM17A	9606.ENSP00000318480	9606.ENSP00000356256	0	0	0	0	0.133	0	0	0.703	0.731
ZBTB14	ADNP	9606.ENSP00000349503	9606.ENSP00000360662	0	0	0	0	0.048	0	0	0.777	0.778
ZEB1	SMAD2	9606.ENSP00000354487	9606.ENSP00000262160	0	0	0	0	0.055	0.308	0	0.865	0.904
