#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CRX	PRPH2	9606.ENSP00000221996	9606.ENSP00000230381	0	0	0	0	0.080	0	0	0.805	0.813
CRYGS	PITX3	9606.ENSP00000376287	9606.ENSP00000359019	0	0	0	0	0	0	0	0.802	0.802
CRYGS	HSF4	9606.ENSP00000376287	9606.ENSP00000430947	0	0	0	0	0.047	0	0	0.703	0.705
CSE1L	KPNA3	9606.ENSP00000262982	9606.ENSP00000261667	0	0	0	0	0.164	0.523	0.900	0.569	0.980
CSE1L	TNPO1	9606.ENSP00000262982	9606.ENSP00000336712	0	0	0	0	0.182	0	0	0.794	0.824
CSE1L	KPNA2	9606.ENSP00000262982	9606.ENSP00000438483	0	0	0	0	0.261	0.813	0	0.740	0.961
CSE1L	KPNA4	9606.ENSP00000262982	9606.ENSP00000334373	0	0	0	0	0.135	0.647	0.900	0.726	0.990
CSF1R	FGF4	9606.ENSP00000286301	9606.ENSP00000168712	0	0	0	0	0	0.168	0.650	0.369	0.800
CSF1R	HGF	9606.ENSP00000286301	9606.ENSP00000222390	0	0	0	0	0.084	0	0.650	0.352	0.774
CSF1R	FGF6	9606.ENSP00000286301	9606.ENSP00000228837	0	0	0	0	0	0.168	0.650	0.375	0.802
CSF1R	FGF23	9606.ENSP00000286301	9606.ENSP00000237837	0	0	0	0	0.042	0.168	0.650	0.145	0.729
CSF1R	FCGR1A	9606.ENSP00000286301	9606.ENSP00000358165	0	0	0	0	0.296	0.045	0	0.606	0.712
CSF1R	FGF21	9606.ENSP00000286301	9606.ENSP00000471477	0	0	0	0	0	0.168	0.650	0.131	0.724
CSF1R	FGF17	9606.ENSP00000286301	9606.ENSP00000352414	0	0	0	0	0	0.168	0.650	0.367	0.799
CSF1R	FGF16	9606.ENSP00000286301	9606.ENSP00000399324	0	0	0	0	0.051	0.168	0.650	0.367	0.801
CSF1R	FGF3	9606.ENSP00000286301	9606.ENSP00000334122	0	0	0	0	0.044	0.168	0.650	0.371	0.801
CSF1R	IGF1	9606.ENSP00000286301	9606.ENSP00000376637	0	0	0	0	0.086	0	0.650	0.470	0.815
CSF2RB	EPO	9606.ENSP00000384053	9606.ENSP00000252723	0	0	0	0	0	0	0.650	0.721	0.898
CSF2RB	IL15	9606.ENSP00000384053	9606.ENSP00000296545	0	0	0.216	0	0.113	0	0.650	0.232	0.788
CSF2RB	NRAS	9606.ENSP00000384053	9606.ENSP00000358548	0	0	0	0	0.059	0	0.900	0.042	0.901
CSF2RB	JAK2	9606.ENSP00000384053	9606.ENSP00000371067	0	0	0	0	0.145	0.787	0.900	0.645	0.992
CSF2RB	SFTPB	9606.ENSP00000384053	9606.ENSP00000499683	0	0	0	0	0	0	0.500	0.472	0.724
CSF2RB	IL10	9606.ENSP00000384053	9606.ENSP00000412237	0	0	0	0	0.047	0	0.650	0.450	0.800
CSNK1G1	CSNK1G3	9606.ENSP00000475724	9606.ENSP00000353904	0	0	0.052	0.976	0.118	0.624	0	0.390	0.782
CSPP1	DCTN4	9606.ENSP00000262210	9606.ENSP00000414906	0	0	0	0	0.049	0.715	0	0	0.717
CSRP1	MED14	9606.ENSP00000356275	9606.ENSP00000323720	0	0	0	0	0.042	0	0	0.718	0.718
CTNNAL1	UTRN	9606.ENSP00000320434	9606.ENSP00000356515	0	0	0	0	0.084	0.637	0	0.367	0.771
CTRB2	MB	9606.ENSP00000303963	9606.ENSP00000352835	0	0	0	0	0.046	0.106	0	0.734	0.753
CUL5	RAB40C	9606.ENSP00000376808	9606.ENSP00000248139	0	0	0	0	0	0.792	0	0.397	0.869
CUL5	RAB40A	9606.ENSP00000376808	9606.ENSP00000361716	0	0	0	0	0	0.784	0	0.422	0.870
CUL5	TRAF6	9606.ENSP00000376808	9606.ENSP00000433623	0	0	0	0	0.049	0.516	0	0.538	0.769
CUL5	CUL7	9606.ENSP00000376808	9606.ENSP00000438788	0	0	0	0	0	0	0	0.895	0.895
CUL7	POLR3B	9606.ENSP00000438788	9606.ENSP00000228347	0.091	0	0	0	0.598	0.310	0	0.204	0.772
CUL7	TP53	9606.ENSP00000438788	9606.ENSP00000269305	0	0	0	0	0.057	0.896	0	0.713	0.969
CUL7	MRPL16	9606.ENSP00000438788	9606.ENSP00000300151	0.070	0	0	0	0.579	0.834	0	0.349	0.952
CUL7	PA2G4	9606.ENSP00000438788	9606.ENSP00000302886	0.079	0	0	0	0.516	0.555	0	0.102	0.798
CUL7	IRS1	9606.ENSP00000438788	9606.ENSP00000304895	0	0	0	0	0.055	0.515	0	0.666	0.833
CUL7	MRPL11	9606.ENSP00000438788	9606.ENSP00000308897	0.070	0	0	0	0.531	0.834	0	0.166	0.931
CUL7	MRPS18A	9606.ENSP00000438788	9606.ENSP00000361206	0	0	0	0	0.176	0.568	0	0.229	0.701
CUL7	IFI35	9606.ENSP00000438788	9606.ENSP00000395590	0.079	0	0	0	0.553	0.479	0	0.166	0.797
CUL7	MRPL22	9606.ENSP00000438788	9606.ENSP00000431040	0.091	0	0	0	0.595	0.834	0	0.348	0.954
CUL7	PHC1	9606.ENSP00000438788	9606.ENSP00000437659	0	0	0	0	0.111	0	0.900	0	0.907
CUL7	UBB	9606.ENSP00000438788	9606.ENSP00000478771	0	0	0	0	0.198	0.302	0.500	0.135	0.725
CUL7	POLR1B	9606.ENSP00000438788	9606.ENSP00000444136	0.091	0	0	0	0.598	0.310	0	0.241	0.783
CXCL13	CXCR6	9606.ENSP00000286758	9606.ENSP00000395704	0	0	0	0	0.180	0	0.650	0.701	0.906
CXCR6	KLRB1	9606.ENSP00000395704	9606.ENSP00000229402	0	0	0	0	0.435	0	0	0.541	0.729
CXCR6	XCL1	9606.ENSP00000395704	9606.ENSP00000356792	0	0	0	0	0.205	0	0.650	0.486	0.844
CXCR6	JAK2	9606.ENSP00000395704	9606.ENSP00000371067	0	0	0	0	0.057	0	0.650	0.186	0.708
CYB5R2	DHODH	9606.ENSP00000437041	9606.ENSP00000219240	0.079	0	0	0	0.565	0.469	0.352	0.502	0.918
CYB5R2	FDXR	9606.ENSP00000437041	9606.ENSP00000416515	0.079	0	0	0	0.084	0.456	0.119	0.376	0.702
CYP11B2	NR0B1	9606.ENSP00000325822	9606.ENSP00000368253	0	0	0	0	0.044	0.056	0	0.756	0.761
CYP11B2	NR3C2	9606.ENSP00000325822	9606.ENSP00000350815	0	0	0	0	0	0.056	0	0.792	0.795
CYP11B2	KCNJ5	9606.ENSP00000325822	9606.ENSP00000433295	0	0	0	0	0.073	0	0	0.811	0.818
CYP11B2	POMC	9606.ENSP00000325822	9606.ENSP00000384092	0	0	0	0	0.083	0	0	0.818	0.826
CYP11B2	HSD11B1	9606.ENSP00000325822	9606.ENSP00000355995	0	0	0	0	0.091	0	0.911	0.532	0.959
CYP26B1	CYP2C9	9606.ENSP00000001146	9606.ENSP00000260682	0	0	0.230	0.576	0.062	0.054	0.905	0.190	0.938
CYP26B1	CYP3A4	9606.ENSP00000001146	9606.ENSP00000498939	0	0	0.223	0.611	0.068	0.069	0.906	0.188	0.939
CYP2C9	NR1I2	9606.ENSP00000260682	9606.ENSP00000336528	0	0	0	0	0.128	0.056	0	0.833	0.850
CYP2C9	CYP2E1	9606.ENSP00000260682	9606.ENSP00000440689	0	0	0.060	0.960	0.086	0	0.908	0.285	0.936
CYP2C9	HPGDS	9606.ENSP00000260682	9606.ENSP00000295256	0	0	0	0	0.116	0.046	0.900	0.463	0.948
CYP2C9	CYP3A4	9606.ENSP00000260682	9606.ENSP00000498939	0	0	0.216	0.644	0.446	0.317	0.906	0.401	0.980
CYP2E1	PLA2G3	9606.ENSP00000440689	9606.ENSP00000215885	0	0	0	0	0.042	0.127	0.650	0.351	0.784
CYP2E1	HPGDS	9606.ENSP00000440689	9606.ENSP00000295256	0	0	0	0	0.109	0.046	0.900	0.595	0.961
CYP2E1	PLA2G1B	9606.ENSP00000440689	9606.ENSP00000312286	0	0	0	0	0.062	0	0.650	0.412	0.790
CYP2E1	PLA2G6	9606.ENSP00000440689	9606.ENSP00000333142	0	0	0	0	0	0	0.650	0.426	0.790
CYP2E1	HSD11B1	9606.ENSP00000440689	9606.ENSP00000355995	0	0	0	0	0.109	0.071	0.911	0.173	0.931
CYP2E1	GPT	9606.ENSP00000440689	9606.ENSP00000378408	0	0	0	0	0.060	0.069	0	0.727	0.740
CYP2E1	CYP3A4	9606.ENSP00000440689	9606.ENSP00000498939	0	0	0.229	0.616	0.143	0.076	0.909	0.863	0.991
CYP3A4	HPGDS	9606.ENSP00000498939	9606.ENSP00000295256	0	0	0	0	0.142	0	0.900	0.560	0.959
CYP3A4	NR1I2	9606.ENSP00000498939	9606.ENSP00000336528	0	0	0	0	0.162	0.071	0	0.955	0.962
CYP3A4	HSD11B1	9606.ENSP00000498939	9606.ENSP00000355995	0	0	0	0	0.123	0	0.911	0.308	0.941
DAB1	PIK3R3	9606.ENSP00000360280	9606.ENSP00000262741	0	0	0	0	0	0	0.900	0.126	0.908
DAB1	RELN	9606.ENSP00000360280	9606.ENSP00000392423	0	0	0	0	0.083	0.292	0.800	0.635	0.946
DCP1A	EIF4ENIF1	9606.ENSP00000476386	9606.ENSP00000380659	0	0	0	0	0.079	0.165	0	0.710	0.758
DCP1A	PNRC2	9606.ENSP00000476386	9606.ENSP00000497590	0	0	0	0	0.049	0.986	0.400	0.979	0.999
DCTN4	TPPP	9606.ENSP00000414906	9606.ENSP00000353785	0	0	0	0	0	0	0	0.806	0.806
DDX1	MYCN	9606.ENSP00000370745	9606.ENSP00000281043	0	0	0	0	0.067	0.161	0	0.754	0.791
DDX1	DHX15	9606.ENSP00000370745	9606.ENSP00000336741	0	0	0	0	0.354	0.122	0	0.787	0.868
DDX10	WDR12	9606.ENSP00000314348	9606.ENSP00000261015	0	0	0	0	0.856	0.269	0	0.312	0.921
DDX10	NOL6	9606.ENSP00000314348	9606.ENSP00000297990	0	0	0	0	0.602	0.954	0	0.162	0.983
DDX10	TSR1	9606.ENSP00000314348	9606.ENSP00000301364	0	0	0	0	0.840	0.237	0	0.311	0.909
DDX10	PA2G4	9606.ENSP00000314348	9606.ENSP00000302886	0	0	0	0	0.795	0.052	0	0.126	0.815
DDX10	DKC1	9606.ENSP00000314348	9606.ENSP00000358563	0.050	0	0	0	0.451	0.481	0	0.228	0.763
DDX10	MAK16	9606.ENSP00000314348	9606.ENSP00000353246	0	0	0	0	0.718	0.254	0	0.046	0.782
DDX10	DHX15	9606.ENSP00000314348	9606.ENSP00000336741	0	0	0	0	0.408	0.122	0	0.662	0.809
DDX10	POLR1B	9606.ENSP00000314348	9606.ENSP00000444136	0	0	0	0	0.809	0.091	0	0.246	0.858
DDX10	SDAD1	9606.ENSP00000314348	9606.ENSP00000348596	0	0	0	0	0.910	0.073	0	0.090	0.917
DDX23	YJU2	9606.ENSP00000310723	9606.ENSP00000262962	0	0	0	0	0.052	0.069	0	0.701	0.713
DDX23	SNRNP40	9606.ENSP00000310723	9606.ENSP00000263694	0	0	0	0	0.097	0.971	0.800	0.619	0.997
DDX23	PRPF6	9606.ENSP00000310723	9606.ENSP00000266079	0	0	0	0	0.645	0.973	0.800	0.903	0.999
DDX23	TSSC4	9606.ENSP00000310723	9606.ENSP00000331087	0	0	0	0	0.058	0.589	0	0.340	0.722
DDX23	DHX15	9606.ENSP00000310723	9606.ENSP00000336741	0	0	0	0	0.141	0.122	0	0.767	0.809
DDX23	PRPF4B	9606.ENSP00000310723	9606.ENSP00000337194	0	0	0	0	0.117	0.888	0	0.418	0.937
DES	GFAP	9606.ENSP00000363071	9606.ENSP00000253408	0	0	0.058	0.940	0	0.796	0	0	0.800
DES	TCAP	9606.ENSP00000363071	9606.ENSP00000312624	0	0	0	0	0.222	0	0.800	0.175	0.860
DHFR	DHODH	9606.ENSP00000396308	9606.ENSP00000219240	0	0	0	0	0.097	0	0	0.881	0.888
DHFR	TP53	9606.ENSP00000396308	9606.ENSP00000269305	0	0	0	0	0.072	0.292	0	0.699	0.785
DHFR	DTYMK	9606.ENSP00000396308	9606.ENSP00000304802	0.111	0	0	0	0.144	0	0.571	0.548	0.832
DHFR	MTHFR	9606.ENSP00000396308	9606.ENSP00000365770	0	0	0	0	0	0	0	0.843	0.843
DHODH	PPAT	9606.ENSP00000219240	9606.ENSP00000264220	0.120	0	0	0	0.243	0	0	0.602	0.711
DHODH	FDXR	9606.ENSP00000219240	9606.ENSP00000416515	0.111	0	0	0	0.208	0.161	0.585	0.323	0.803
DHODH	KISS1	9606.ENSP00000219240	9606.ENSP00000356162	0.102	0	0	0	0.660	0	0.449	0.240	0.855
DHX15	POLR3B	9606.ENSP00000336741	9606.ENSP00000228347	0	0	0	0	0.664	0.048	0	0.192	0.719
DHX15	WDR12	9606.ENSP00000336741	9606.ENSP00000261015	0	0	0	0	0.659	0.080	0	0.238	0.740
DHX15	YJU2	9606.ENSP00000336741	9606.ENSP00000262962	0	0	0	0	0.049	0.911	0	0.696	0.972
DHX15	SNRNP40	9606.ENSP00000336741	9606.ENSP00000263694	0	0	0	0	0.391	0.800	0	0.204	0.895
DHX15	NOL6	9606.ENSP00000336741	9606.ENSP00000297990	0	0	0	0	0.827	0.378	0	0.171	0.903
DHX15	TSR1	9606.ENSP00000336741	9606.ENSP00000301364	0	0	0	0	0.777	0.049	0	0.614	0.911
DHX15	PA2G4	9606.ENSP00000336741	9606.ENSP00000302886	0	0	0	0	0.680	0.069	0	0.090	0.705
DHX15	HNRNPDL	9606.ENSP00000336741	9606.ENSP00000483254	0	0	0	0	0.359	0.128	0	0.602	0.758
DHX15	NMD3	9606.ENSP00000336741	9606.ENSP00000417559	0	0	0	0	0.722	0	0	0.240	0.780
DHX15	SDAD1	9606.ENSP00000336741	9606.ENSP00000348596	0	0	0	0	0.795	0	0	0.106	0.809
DHX15	MAVS	9606.ENSP00000336741	9606.ENSP00000401980	0	0	0	0	0.047	0.095	0	0.812	0.823
DHX15	SMNDC1	9606.ENSP00000336741	9606.ENSP00000358616	0	0	0	0	0.212	0	0.800	0.108	0.847
DHX15	POLR1B	9606.ENSP00000336741	9606.ENSP00000444136	0	0	0	0	0.862	0.072	0	0.095	0.874
DHX15	DKC1	9606.ENSP00000336741	9606.ENSP00000358563	0	0	0	0	0.635	0.548	0	0.443	0.900
DIDO1	FKBP6	9606.ENSP00000266070	9606.ENSP00000252037	0	0	0	0	0	0	0.800	0.100	0.812
DIO3	DLK1	9606.ENSP00000427336	9606.ENSP00000340292	0	0	0	0	0.049	0	0	0.924	0.924
DIS3	SUPV3L1	9606.ENSP00000366997	9606.ENSP00000352678	0	0	0	0	0.141	0.612	0.900	0.405	0.977
DIS3	HBS1L	9606.ENSP00000366997	9606.ENSP00000356811	0	0	0	0	0.255	0.753	0.500	0.493	0.947
DIS3	ZFC3H1	9606.ENSP00000366997	9606.ENSP00000368017	0	0	0	0	0.082	0.097	0.900	0.545	0.957
DKC1	WDR12	9606.ENSP00000358563	9606.ENSP00000261015	0	0	0	0	0.837	0.398	0	0.502	0.947
DKC1	SNRNP40	9606.ENSP00000358563	9606.ENSP00000263694	0	0	0	0	0.131	0	0.720	0.218	0.793
DKC1	PA2G4	9606.ENSP00000358563	9606.ENSP00000302886	0	0	0	0	0.899	0	0	0.162	0.911
DKC1	POP7	9606.ENSP00000358563	9606.ENSP00000304353	0	0	0	0	0.062	0	0.720	0.081	0.737
DKC1	RUVBL1	9606.ENSP00000358563	9606.ENSP00000318297	0	0	0	0	0.282	0.756	0.400	0.952	0.994
DKC1	RUVBL2	9606.ENSP00000358563	9606.ENSP00000473172	0	0	0	0	0.379	0.799	0.400	0.948	0.995
DKK4	WNT8B	9606.ENSP00000220812	9606.ENSP00000340677	0	0	0	0	0.055	0.045	0.650	0.310	0.752
DKK4	WNT7B	9606.ENSP00000220812	9606.ENSP00000341032	0	0	0	0	0	0.045	0.650	0.416	0.787
DKK4	WNT1	9606.ENSP00000220812	9606.ENSP00000293549	0	0	0	0	0.045	0.045	0.650	0.542	0.834
DLK1	IGFBP1	9606.ENSP00000340292	9606.ENSP00000275525	0	0	0	0	0.242	0	0	0.708	0.769
DLK1	PLAGL1	9606.ENSP00000340292	9606.ENSP00000353734	0	0	0	0	0.060	0.095	0	0.784	0.800
DNAJB4	HSPA4L	9606.ENSP00000359799	9606.ENSP00000296464	0.041	0	0.266	0	0.268	0.279	0.162	0.488	0.803
DNAJB4	DNAJB5	9606.ENSP00000359799	9606.ENSP00000404079	0	0	0.056	0.968	0.055	0.869	0	0.067	0.876
DNAJB4	HSPH1	9606.ENSP00000359799	9606.ENSP00000487365	0.041	0	0.258	0	0.273	0.864	0.162	0.543	0.967
DNAJB5	HSPH1	9606.ENSP00000404079	9606.ENSP00000487365	0.041	0	0.252	0	0.236	0.770	0.162	0.219	0.898
DNASE1L2	SLC25A21	9606.ENSP00000454562	9606.ENSP00000329452	0	0	0	0	0	0.814	0	0	0.814
DNASE1L2	PHF13	9606.ENSP00000454562	9606.ENSP00000366876	0	0	0	0	0	0.822	0	0.052	0.824
DNMT1	RBL2	9606.ENSP00000352516	9606.ENSP00000262133	0	0	0	0	0.058	0.046	0	0.819	0.823
DNMT1	RCOR1	9606.ENSP00000352516	9606.ENSP00000262241	0	0	0	0	0.070	0	0	0.782	0.788
DNMT1	DNMT3A	9606.ENSP00000352516	9606.ENSP00000264709	0	0	0	0	0.069	0.633	0.900	0.995	0.999
DNMT1	TP53	9606.ENSP00000352516	9606.ENSP00000269305	0	0	0	0	0.059	0.597	0	0.994	0.997
DNMT1	HNMT	9606.ENSP00000352516	9606.ENSP00000280097	0	0	0	0	0	0	0	0.746	0.746
DNMT1	HIC1	9606.ENSP00000352516	9606.ENSP00000314080	0	0	0	0	0.086	0.314	0	0.650	0.761
DNMT1	EZH2	9606.ENSP00000352516	9606.ENSP00000320147	0	0	0	0	0.253	0.826	0.500	0.997	0.999
DNMT1	SUV39H2	9606.ENSP00000352516	9606.ENSP00000346997	0	0	0	0	0.102	0.053	0	0.751	0.770
DNMT1	EHMT1	9606.ENSP00000352516	9606.ENSP00000417980	0	0	0	0	0.104	0.300	0	0.826	0.881
DNMT1	MAT1A	9606.ENSP00000352516	9606.ENSP00000361287	0	0	0	0	0.043	0	0.900	0.325	0.929
DNMT1	UBB	9606.ENSP00000352516	9606.ENSP00000478771	0	0	0	0	0.049	0.950	0	0.127	0.956
DNMT3A	NRAS	9606.ENSP00000264709	9606.ENSP00000358548	0	0	0	0	0.042	0.071	0	0.723	0.732
DNMT3A	TP53	9606.ENSP00000264709	9606.ENSP00000269305	0	0	0	0	0.049	0	0	0.833	0.835
DNMT3A	MAT1A	9606.ENSP00000264709	9606.ENSP00000361287	0	0	0	0	0.067	0	0.900	0.254	0.924
DNMT3A	EZH2	9606.ENSP00000264709	9606.ENSP00000320147	0	0	0	0	0.078	0.519	0.500	0.998	0.999
DOP1B	MON2	9606.ENSP00000382104	9606.ENSP00000377250	0	0	0	0	0.111	0.840	0	0.590	0.936
DPP6	SCN5A	9606.ENSP00000367001	9606.ENSP00000328968	0	0	0	0	0.047	0	0	0.909	0.909
DPP6	GAD2	9606.ENSP00000367001	9606.ENSP00000365437	0	0	0	0	0.195	0	0	0.657	0.712
DPP6	PNMA2	9606.ENSP00000367001	9606.ENSP00000429344	0	0	0	0	0.125	0	0	0.773	0.793
DPP8	PREP	9606.ENSP00000339208	9606.ENSP00000499089	0	0	0	0	0.140	0	0	0.950	0.955
DRAM1	TP53	9606.ENSP00000258534	9606.ENSP00000269305	0	0	0	0	0	0	0	0.830	0.830
DSG3	FLG	9606.ENSP00000257189	9606.ENSP00000357789	0	0	0	0	0.061	0.046	0.500	0.416	0.703
DTNB	SNTA1	9606.ENSP00000384084	9606.ENSP00000217381	0	0	0	0	0.054	0.763	0	0.653	0.915
DTNB	SGCD	9606.ENSP00000384084	9606.ENSP00000338343	0	0	0	0	0	0	0	0.719	0.719
DTNB	UTRN	9606.ENSP00000384084	9606.ENSP00000356515	0	0	0	0.652	0.055	0.808	0	0.289	0.860
DUOX2	NOD2	9606.ENSP00000373691	9606.ENSP00000300589	0	0	0	0	0.059	0	0	0.755	0.759
DUOX2	SLC28A2	9606.ENSP00000373691	9606.ENSP00000315006	0	0	0	0	0.057	0	0	0.721	0.725
DYNC2H1	SNX4	9606.ENSP00000497174	9606.ENSP00000251775	0	0	0	0	0.049	0	0.720	0.046	0.723
DYNC2H1	TUBA8	9606.ENSP00000497174	9606.ENSP00000333326	0	0	0	0	0.048	0.251	0.650	0.091	0.742
DYNC2H1	WDR19	9606.ENSP00000497174	9606.ENSP00000382717	0	0	0	0	0.121	0	0	0.752	0.773
DYNC2H1	KIF3A	9606.ENSP00000497174	9606.ENSP00000385808	0	0	0	0	0.056	0.054	0	0.691	0.700
ECE2-2	EDN3	9606.ENSP00000384223	9606.ENSP00000337128	0	0	0	0	0	0	0	0.826	0.826
ECHDC1	PCCA	9606.ENSP00000436585	9606.ENSP00000365462	0.057	0	0	0	0.147	0.066	0.920	0.227	0.945
EDN3	GDNF	9606.ENSP00000337128	9606.ENSP00000409007	0	0	0	0	0	0	0	0.858	0.858
EDN3	SOX10	9606.ENSP00000337128	9606.ENSP00000380093	0	0	0	0	0.083	0	0	0.870	0.876
EHMT1	RCOR1	9606.ENSP00000417980	9606.ENSP00000262241	0	0	0	0	0.080	0.091	0	0.780	0.800
EHMT1	TP53	9606.ENSP00000417980	9606.ENSP00000269305	0	0	0	0	0.068	0.555	0.750	0.323	0.920
EHMT1	OLFM1	9606.ENSP00000417980	9606.ENSP00000360858	0	0	0	0	0	0	0	0.817	0.817
EIF2B4	EIF2S1	9606.ENSP00000429323	9606.ENSP00000256383	0	0	0	0	0.160	0.995	0.900	0.643	0.999
EIF2S1	EIF3K	9606.ENSP00000256383	9606.ENSP00000248342	0	0	0	0	0.143	0.949	0.500	0.277	0.982
EIF2S1	PSMA5	9606.ENSP00000256383	9606.ENSP00000271308	0	0	0	0	0.789	0.061	0	0.079	0.802
EIF2S1	EIF4E	9606.ENSP00000256383	9606.ENSP00000425561	0	0	0	0	0.341	0.091	0.500	0.866	0.954
EIF2S1	PSMD14	9606.ENSP00000256383	9606.ENSP00000386541	0	0	0	0	0.999	0.182	0	0.182	0.999
EIF4E	RPS6KB2	9606.ENSP00000425561	9606.ENSP00000308413	0	0	0	0	0.055	0	0	0.904	0.905
EIF4E	NCBP3	9606.ENSP00000425561	9606.ENSP00000373657	0	0	0	0	0.087	0	0.900	0.276	0.928
EIF4E	EIF4ENIF1	9606.ENSP00000425561	9606.ENSP00000380659	0	0	0	0	0	0.966	0	0.996	0.999
EIF4E	GIGYF2	9606.ENSP00000425561	9606.ENSP00000387170	0	0	0	0	0.067	0.328	0	0.619	0.741
EIF4E	MLST8	9606.ENSP00000425561	9606.ENSP00000457870	0	0	0	0	0	0	0.400	0.787	0.867
ELMO1	ELMO2	9606.ENSP00000312185	9606.ENSP00000290246	0	0	0.051	0.979	0.049	0.804	0.900	0.057	0.980
ELMO1	MACF1	9606.ENSP00000312185	9606.ENSP00000354573	0	0	0	0	0.042	0	0	0.784	0.784
ELN	LOXL1	9606.ENSP00000351807	9606.ENSP00000261921	0	0	0	0	0.160	0.095	0.400	0.927	0.962
ELN	FBLN2	9606.ENSP00000351807	9606.ENSP00000384169	0	0	0	0	0.161	0.331	0	0.960	0.975
ELP4	ICE1	9606.ENSP00000379267	9606.ENSP00000296564	0	0	0	0	0.049	0	0.900	0	0.900
ELP4	TTF2	9606.ENSP00000379267	9606.ENSP00000358478	0	0	0	0	0.085	0	0.720	0	0.732
ELP4	SUPT5H	9606.ENSP00000379267	9606.ENSP00000470252	0	0	0	0	0.056	0	0.900	0.069	0.904
EML4	TFG	9606.ENSP00000320663	9606.ENSP00000240851	0	0	0	0	0.062	0.082	0.500	0.575	0.792
EML4	PIK3R3	9606.ENSP00000320663	9606.ENSP00000262741	0	0	0	0	0	0	0.900	0	0.900
EML4	JAK2	9606.ENSP00000320663	9606.ENSP00000371067	0	0	0	0	0.079	0.067	0.900	0.279	0.929
EML4	NRAS	9606.ENSP00000320663	9606.ENSP00000358548	0	0	0	0	0.048	0.098	0.900	0.525	0.953
ENG	FLT1	9606.ENSP00000362299	9606.ENSP00000282397	0	0	0	0	0.122	0	0	0.713	0.737
ENG	ITGA5	9606.ENSP00000362299	9606.ENSP00000293379	0	0	0	0	0.204	0.301	0	0.672	0.801
ENG	GIPC1	9606.ENSP00000362299	9606.ENSP00000376753	0	0	0	0	0.060	0	0	0.901	0.902
ENG	GDF2	9606.ENSP00000362299	9606.ENSP00000463051	0	0	0	0	0	0.624	0	0.991	0.996
ENO3	GAPDHS	9606.ENSP00000324105	9606.ENSP00000222286	0.079	0	0	0	0.555	0.115	0	0.346	0.731
ENSP00000492220	POLR2D	9606.ENSP00000492220	9606.ENSP00000272645	0	0	0	0	0	0.839	0	0.254	0.874
ENSP00000492220	MED7	9606.ENSP00000492220	9606.ENSP00000286317	0	0	0	0	0.086	0.765	0.360	0.348	0.898
ENSP00000492220	MED14	9606.ENSP00000492220	9606.ENSP00000323720	0	0	0	0	0	0.751	0.360	0.337	0.885
ENSP00000492220	POLR2K	9606.ENSP00000492220	9606.ENSP00000342889	0	0	0	0	0	0.816	0	0	0.816
ENSP00000492220	MED6	9606.ENSP00000492220	9606.ENSP00000481920	0	0	0	0	0	0.765	0.360	0.254	0.878
ENSP00000497305	UQCRHL	9606.ENSP00000497305	9606.ENSP00000485401	0	0	0	0	0.399	0.536	0.285	0	0.783
ENTPD2	P2RY1	9606.ENSP00000347213	9606.ENSP00000304767	0	0	0	0	0	0	0	0.859	0.859
EPHA4	FRS2	9606.ENSP00000281821	9606.ENSP00000447241	0	0	0	0	0.042	0.367	0	0.547	0.701
EPHA4	LAD1	9606.ENSP00000281821	9606.ENSP00000375829	0	0	0	0	0.063	0.045	0	0.806	0.811
EPHA4	EPHB2	9606.ENSP00000281821	9606.ENSP00000383053	0	0	0.060	0.960	0	0.235	0.500	0.792	0.915
EPHB2	PICK1	9606.ENSP00000383053	9606.ENSP00000385205	0	0	0	0	0	0.174	0	0.706	0.746
EPN1	EPN3	9606.ENSP00000406209	9606.ENSP00000268933	0	0	0.071	0.859	0.048	0.575	0.540	0.165	0.829
EPN1	UBQLN2	9606.ENSP00000406209	9606.ENSP00000345195	0	0	0	0	0.042	0.422	0.500	0.114	0.722
EPN1	REPS2	9606.ENSP00000406209	9606.ENSP00000349824	0	0	0	0	0	0.734	0.500	0.852	0.978
EPN1	EPS15	9606.ENSP00000406209	9606.ENSP00000360798	0	0	0	0	0.067	0.875	0.540	0.980	0.998
EPN3	REPS2	9606.ENSP00000268933	9606.ENSP00000349824	0	0	0	0	0.049	0.071	0	0.779	0.788
EPN3	EPS15	9606.ENSP00000268933	9606.ENSP00000360798	0	0	0	0	0.069	0.497	0.800	0.995	0.999
EPO	IL10	9606.ENSP00000252723	9606.ENSP00000412237	0	0	0	0	0	0	0	0.700	0.700
EPO	PDGFRB	9606.ENSP00000252723	9606.ENSP00000261799	0	0	0	0	0.059	0	0.650	0.369	0.774
EPO	HIF3A	9606.ENSP00000252723	9606.ENSP00000366898	0	0	0	0	0.057	0	0.500	0.724	0.858
EPO	HAMP	9606.ENSP00000252723	9606.ENSP00000471894	0	0	0	0	0.075	0	0	0.904	0.907
EPO	JAK2	9606.ENSP00000252723	9606.ENSP00000371067	0	0	0	0	0	0.046	0.650	0.974	0.990
EPPIN	ETV4	9606.ENSP00000361746	9606.ENSP00000321835	0	0	0	0	0	0	0	0.714	0.714
